"","X","line","movie"
"35426",35426,"He tears the wrap with his teeth --","A Star is Born"
"35427",35427,"                        JACK","A Star is Born"
"35428",35428,"          Did I hurt you?","A Star is Born"
"35429",35429,"","A Star is Born"
"35430",35430,"                        ALLY","A Star is Born"
"35431",35431,"          It’s fine, it's okay.","A Star is Born"
"35432",35432,"","A Star is Born"
"35433",35433,"He finishes wrapping the package of peas to her hand.","A Star is Born"
"35434",35434,"","A Star is Born"
"35435",35435,"                        JACK","A Star is Born"
"35436",35436,"          There you go, now you're mobile.","A Star is Born"
"35437",35437,"          Swing it around.","A Star is Born"
"35438",35438,"","A Star is Born"
"35439",35439,"They start to laugh.   It looks ridiculous.","A Star is Born"
"35440",35440,"","A Star is Born"
"35441",35441,"                        ALLY","A Star is Born"
"35442",35442,"          I look like a pirate.","A Star is Born"
"35443",35443,"","A Star is Born"
"35444",35444,"","A Star is Born"
"35445",35445,"                                               (CONTINUED)","A Star is Born"
"35446",35446,"                                                       28.","A Star is Born"
"35447",35447,"CONTINUED:","A Star is Born"
"35448",35448,"","A Star is Born"
"35449",35449,"                          JACK","A Star is Born"
"35450",35450,"            I told you it was worth coming","A Star is Born"
"35451",35451,"            here.","A Star is Born"
"35452",35452,"","A Star is Born"
"35453",35453,"A beat...","A Star is Born"
"35454",35454,"","A Star is Born"
"35455",35455,"                          ALLY","A Star is Born"
"35456",35456,"            How do you do that?","A Star is Born"
"35457",35457,"","A Star is Born"
"35458",35458,"                           JACK","A Star is Born"
"35459",35459,"            Do what?","A Star is Born"
"35460",35460,"","A Star is Born"
"35461",35461,"                          ALLY","A Star is Born"
"35462",35462,"            Don't change the subject.","A Star is Born"
"35463",35463,"","A Star is Born"
"35464",35464,"                          JACK","A Star is Born"
"35465",35465,"            Is that what I'm doing?","A Star is Born"
"35466",35466,"","A Star is Born"
"35467",35467,"                          ALLY","A Star is Born"
"35468",35468,"            Nobody ever asked you about you,","A Star is Born"
"35469",35469,"            huh?","A Star is Born"
"35470",35470,"","A Star is Born"
"35471",35471,"                           JACK","A Star is Born"
"35472",35472,"            Not sure.","A Star is Born"
"35473",35473,"","A Star is Born"
"35474",35474,"                          ALLY","A Star is Born"
"35475",35475,"            Where you from?","A Star is Born"
"35476",35476,"","A Star is Born"
"35477",35477,"                           JACK","A Star is Born"
"35478",35478,"            Arizona.","A Star is Born"
"35479",35479,"","A Star is Born"
"35480",35480,"                           ALLY","A Star is Born"
"35481",35481,"            Arizona boy.","A Star is Born"
"35482",35482,"","A Star is Born"
"35483",35483,"                          JACK","A Star is Born"
"35484",35484,"            Dad had like a midlife crisis, I","A Star is Born"
"35485",35485,"            think, so I've been told. Made","A Star is Born"
"35486",35486,"            his way to Arizona, started","A Star is Born"
"35487",35487,"            working for this family on a pecan","A Star is Born"
"35488",35488,"            ranch.","A Star is Born"
"35489",35489,"","A Star is Born"
"35490",35490,"                          ALLY","A Star is Born"
"35491",35491,"            A pecan ranch...","A Star is Born"
"35492",35492,"","A Star is Born"
"35493",35493,"                          JACK","A Star is Born"
"35494",35494,"            Yeah... Knocked up the family's","A Star is Born"
"35495",35495,"            daughter, she was just shy of","A Star is Born"
"35496",35496,"            eighteen.","A Star is Born"
"35497",35497,"","A Star is Born"
"35498",35498,"                           ALLY","A Star is Born"
"35499",35499,"            Uh-oh.","A Star is Born"
"35500",35500,"","A Star is Born"
"35501",35501,"                          JACK","A Star is Born"
"35502",35502,"            That's when I came into the","A Star is Born"
"35503",35503,"            picture.","A Star is Born"
"35504",35504,"                                                 (CONTINUED)","A Star is Born"
"35505",35505,"                                                        29.","A Star is Born"
"35506",35506,"CONTINUED:","A Star is Born"
"35507",35507,"","A Star is Born"
"35508",35508,"                          ALLY","A Star is Born"
"35509",35509,"            Okay, the son of an eighteen-year-","A Star is Born"
"35510",35510,"            old.","A Star is Born"
"35511",35511,"","A Star is Born"
"35512",35512,"                          JACK","A Star is Born"
"35513",35513,"            Well, she died at childbirth.   And","A Star is Born"
"35514",35514,"            my dad --","A Star is Born"
"35515",35515,"","A Star is Born"
"35516",35516,"                          ALLY","A Star is Born"
"35517",35517,"            I’m sorry.","A Star is Born"
"35518",35518,"","A Star is Born"
"35519",35519,"                          JACK","A Star is Born"
"35520",35520,"            He died when I was thirteen, so, I","A Star is Born"
"35521",35521,"            guess my brother will tell you","A Star is Born"
"35522",35522,"            that he raised me, but I don't","A Star is Born"
"35523",35523,"            know... I don't know who was","A Star is Born"
"35524",35524,"            raising who. Just a hundred-","A Star is Born"
"35525",35525,"            twenty-seven acres of nuts,","A Star is Born"
"35526",35526,"            Navajo, and nowhere to go.","A Star is Born"
"35527",35527,"","A Star is Born"
"35528",35528,"She looks at him, he’s gone inside himself a bit, looking","A Star is Born"
"35529",35529,"down, doesn’t usually share this much --","A Star is Born"
"35530",35530,"","A Star is Born"
"35531",35531,"                          ALLY","A Star is Born"
"35532",35532,"                 (singing)","A Star is Born"
"35533",35533,"            ‘Tell me something boy,","A Star is Born"
"35534",35534,"            Aren’t you tired tryin’ to fill","A Star is Born"
"35535",35535,"               that void?","A Star is Born"
"35536",35536,"            Or do you need more,","A Star is Born"
"35537",35537,"            Ain’t it hard keepin’ it so","A Star is Born"
"35538",35538,"               hardcore?’","A Star is Born"
"35539",35539,"","A Star is Born"
"35540",35540,"A beat...","A Star is Born"
"35541",35541,"","A Star is Born"
"35542",35542,"                          JACK","A Star is Born"
"35543",35543,"            Is that me?","A Star is Born"
"35544",35544,"                          ALLY","A Star is Born"
"35545",35545,"            That’s you.","A Star is Born"
"35546",35546,"","A Star is Born"
"35547",35547,"                          JACK","A Star is Born"
"35548",35548,"            You just write that now?","A Star is Born"
"35549",35549,"","A Star is Born"
"35550",35550,"                          ALLY","A Star is Born"
"35551",35551,"            Yeah.","A Star is Born"
"35552",35552,"","A Star is Born"
"35553",35553,"                          JACK","A Star is Born"
"35554",35554,"            It's pretty good.","A Star is Born"
"35555",35555,"","A Star is Born"
"35556",35556,"                          ALLY","A Star is Born"
"35557",35557,"                 (singing)","A Star is Born"
"35558",35558,"            ‘I’m falling,","A Star is Born"
"35559",35559,"            In all the good times,","A Star is Born"
"35560",35560,"            I find myself longing for change.’","A Star is Born"
"35561",35561,"","A Star is Born"
"35562",35562,"                                                  (CONTINUED)","A Star is Born"
"35563",35563,"                                                       30.","A Star is Born"
"35564",35564,"CONTINUED:","A Star is Born"
"35565",35565,"","A Star is Born"
"35566",35566,"She starts to get up.","A Star is Born"
"35567",35567,"","A Star is Born"
"35568",35568,"                        ALLY","A Star is Born"
"35569",35569,"          I started writing this song the","A Star is Born"
"35570",35570,"          other day, and...","A Star is Born"
"35571",35571,"","A Star is Born"
"35572",35572,"She gets up off the curb and into the parking lot, her","A Star is Born"
"35573",35573,"very own stage...","A Star is Born"
"35574",35574,"","A Star is Born"
"35575",35575,"                        ALLY","A Star is Born"
"35576",35576,"          Maybe that could work, like, as a","A Star is Born"
"35577",35577,"          chorus or something. I have to","A Star is Born"
"35578",35578,"          think if I can remember it.","A Star is Born"
"35579",35579,"               (singing)","A Star is Born"
"35580",35580,"          ‘I’m off the deep end,","A Star is Born"
"35581",35581,"          Watch as I dive in,","A Star is Born"
"35582",35582,"          I’ll never meet the ground,","A Star is Born"
"35583",35583,"          Crash through the surface,","A Star is Born"
"35584",35584,"          Where they can’t hurt us,","A Star is Born"
"35585",35585,"          We’re far from the shallow now.’","A Star is Born"
"35586",35586,"","A Star is Born"
"35587",35587,"                        JACK","A Star is Born"
"35588",35588,"          Holy shit.","A Star is Born"
"35589",35589,"","A Star is Born"
"35590",35590,"She starts to laugh, noticing her pea-wrapped hand.","A Star is Born"
"35591",35591,"","A Star is Born"
"35592",35592,"                        ALLY","A Star is Born"
"35593",35593,"               (laughing)","A Star is Born"
"35594",35594,"          What is this? Was this supposed","A Star is Born"
"35595",35595,"          to help me?","A Star is Born"
"35596",35596,"","A Star is Born"
"35597",35597,"She sits back down next to him.   He leans into her.","A Star is Born"
"35598",35598,"","A Star is Born"
"35599",35599,"                        JACK","A Star is Born"
"35600",35600,"          Can I tell you a secret?","A Star is Born"
"35601",35601,"Closer now, and whispering --","A Star is Born"
"35602",35602,"","A Star is Born"
"35603",35603,"                        JACK","A Star is Born"
"35604",35604,"          I think you might be a songwriter.","A Star is Born"
"35605",35605,"","A Star is Born"
"35606",35606,"She downcasts her eyes away from him.","A Star is Born"
"35607",35607,"","A Star is Born"
"35608",35608,"                        JACK","A Star is Born"
